33.951948, -118.402236,49,NPSGate
33.949028, -118.431064,52,Sloat Bridge
33.936320, -118.426153,10,CGPier
33.940991, -118.383353,30,MossLandRockets
33.931410, -118.422255,62,KSNSR08
36.66098,-121.59830,79,KSNSR26
33.93986, -118.37981,92,KLAX25R
33.93585, -118.41935,118,KLAX07L
41.32404, -105.57775,7178,UWYO Football
